Category,Critical active substance ,Prescription type,Category of use,Species,Year,Number of animal treatments
Farm animals,All types of active ingredients,Oral group treatments,Poultry nCU,Poultry,2022,1267
Farm animals,No,All prescription types,Laying and parent birds,Poultry,2022,147356
Farm animals,No,Single treatments farm animals,Laying and parent birds,Poultry,2022,1
Farm animals,No,Oral group treatments,Laying and parent birds,Poultry,2022,147355
Farm animals,Yes,All prescription types,Laying and parent birds,Poultry,2022,5047
All animals,All types of active ingredients,All prescription types,Pigs nCU,All species,2022,9450
Farm animals,Yes,Single treatments farm animals,Laying and parent birds,Poultry,2022,2
Farm animals,Yes,Oral group treatments,Laying and parent birds,Poultry,2022,5045
Farm animals,All types of active ingredients,All prescription types,Laying and parent birds,Poultry,2022,152403
Farm animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,Poultry,2022,3
All animals,All types of active ingredients,Single treatments farm animals,Pigs nCU,All species,2022,1932
Farm animals,All types of active ingredients,Oral group treatments,Laying and parent birds,Poultry,2022,152400
All animals,All types of active ingredients,Oral group treatments,Pigs nCU,All species,2022,7518
All animals,No,All prescription types,Rabbits,All species,2024,2417
Farm animals,No,All prescription types,Laying hens,Poultry,2022,298405
Farm animals,No,Single treatments farm animals,Laying hens,Poultry,2022,5
All animals,No,Single treatments farm animals,Rabbits,All species,2024,17
Farm animals,No,Oral group treatments,Laying hens,Poultry,2022,298400
All animals,No,Oral group treatments,Rabbits,All species,2024,2400
Farm animals,Yes,All prescription types,Laying hens,Poultry,2022,13430
All animals,Yes,All prescription types,Rabbits,All species,2024,438
Farm animals,Yes,Single treatments farm animals,Laying hens,Poultry,2022,10
All animals,Yes,Single treatments farm animals,Rabbits,All species,2024,438
Farm animals,Yes,Oral group treatments,Laying hens,Poultry,2022,13420
All animals,All types of active ingredients,All prescription types,Rabbits,All species,2024,2855
Farm animals,All types of active ingredients,All prescription types,Laying hens,Poultry,2022,311835
All animals,All types of active ingredients,Single treatments farm animals,Rabbits,All species,2024,455
Farm animals,All types of active ingredients,Single treatments farm animals,Laying hens,Poultry,2022,15
All animals,No,All prescription types,Goats,All species,2022,11803
All animals,All types of active ingredients,Oral group treatments,Rabbits,All species,2024,2400
Farm animals,All types of active ingredients,Oral group treatments,Laying hens,Poultry,2022,311820
All animals,No,All prescription types,Cats,All species,2024,223231
All animals,No,Single treatments farm animals,Goats,All species,2022,7469
Farm animals,No,All prescription types,Fattening broilers,Poultry,2022,5534953
All animals,No,Single treatments companion animals,Cats,All species,2024,223231
All animals,Yes,All prescription types,Cats,All species,2024,85652
All animals,No,Oral group treatments,Goats,All species,2022,4334
All animals,Yes,Single treatments companion animals,Cats,All species,2024,85652
Farm animals,No,Oral group treatments,Fattening broilers,Poultry,2022,5534953
All animals,Yes,All prescription types,Goats,All species,2022,2480
All animals,All types of active ingredients,All prescription types,Cats,All species,2024,308883
Farm animals,Yes,All prescription types,Fattening broilers,Poultry,2022,1914294
All animals,Yes,Single treatments farm animals,Goats,All species,2022,719
All animals,All types of active ingredients,Single treatments companion animals,Cats,All species,2024,308883
Farm animals,Yes,Single treatments farm animals,Fattening broilers,Poultry,2022,1
All animals,Yes,Oral group treatments,Goats,All species,2022,1761
All animals,No,All prescription types,Laying and parent birds,All species,2024,83734
Farm animals,Yes,Oral group treatments,Fattening broilers,Poultry,2022,1914293
Farm animals,All types of active ingredients,All prescription types,Fattening broilers,Poultry,2022,7449247
All animals,No,Oral group treatments,Laying and parent birds,All species,2024,83734
All animals,Yes,All prescription types,Laying and parent birds,All species,2024,2256
All animals,Yes,Single treatments farm animals,Laying and parent birds,All species,2024,2
All animals,All types of active ingredients,All prescription types,Goats,All species,2022,14283
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening broilers,Poultry,2022,1
All animals,Yes,Oral group treatments,Laying and parent birds,All species,2024,2254
All animals,All types of active ingredients,All prescription types,Laying and parent birds,All species,2024,85990
Farm animals,All types of active ingredients,Oral group treatments,Fattening broilers,Poultry,2022,7449246
All animals,All types of active ingredients,Single treatments farm animals,Goats,All species,2022,8188
All animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,All species,2024,2
Farm animals,No,All prescription types,Fattening turkeys,Poultry,2022,17651
All animals,All types of active ingredients,Oral group treatments,Laying and parent birds,All species,2024,85988
All animals,All types of active ingredients,Oral group treatments,Goats,All species,2022,6095
Farm animals,No,Single treatments farm animals,Fattening turkeys,Poultry,2022,1
All animals,No,All prescription types,Laying hens,All species,2024,120612
Farm animals,No,Oral group treatments,Fattening turkeys,Poultry,2022,17650
All animals,No,Single treatments farm animals,Laying hens,All species,2024,8
Farm animals,Yes,All prescription types,Fattening turkeys,Poultry,2022,1200
All animals,No,Oral group treatments,Laying hens,All species,2024,120604
All animals,Yes,All prescription types,Laying hens,All species,2024,19158
Farm animals,Yes,Oral group treatments,Fattening turkeys,Poultry,2022,1200
All animals,Yes,Single treatments farm animals,Laying hens,All species,2024,8
Farm animals,All types of active ingredients,All prescription types,Fattening turkeys,Poultry,2022,18851
All animals,Yes,Oral group treatments,Laying hens,All species,2024,19150
Farm animals,All types of active ingredients,Single treatments farm animals,Fattening turkeys,Poultry,2022,1
All animals,All types of active ingredients,All prescription types,Laying hens,All species,2024,139770
Farm animals,All types of active ingredients,Oral group treatments,Fattening turkeys,Poultry,2022,18850
All animals,All types of active ingredients,Single treatments farm animals,Laying hens,All species,2024,16
Farm animals,No,All prescription types,All categories of use,Game animals,2022,27
All animals,All types of active ingredients,Oral group treatments,Laying hens,All species,2024,139754
All animals,No,All prescription types,Breeding sows and boars,All species,2022,2164
Farm animals,No,Single treatments farm animals,All categories of use,Game animals,2022,27
All animals,No,All prescription types,Fattening calves and cattle,All species,2024,288115
Farm animals,Yes,All prescription types,All categories of use,Game animals,2022,5
All animals,No,Single treatments farm animals,Fattening calves and cattle,All species,2024,44208
All animals,No,Single treatments farm animals,Breeding sows and boars,All species,2022,912
Farm animals,Yes,Single treatments farm animals,All categories of use,Game animals,2022,5
All animals,No,Oral group treatments,Fattening calves and cattle,All species,2024,243907
All animals,No,Oral group treatments,Breeding sows and boars,All species,2022,1252
All animals,Yes,All prescription types,Fattening calves and cattle,All species,2024,74759
Farm animals,All types of active ingredients,All prescription types,All categories of use,Game animals,2022,32
All animals,Yes,Single treatments farm animals,Fattening calves and cattle,All species,2024,40887
Farm animals,All types of active ingredients,Single treatments farm animals,All categories of use,Game animals,2022,32
All animals,Yes,All prescription types,Breeding sows and boars,All species,2022,596
All animals,Yes,Single treatments farm animals,Breeding sows and boars,All species,2022,595
All animals,Yes,Oral group treatments,Fattening calves and cattle,All species,2024,33872
Farm animals,No,All prescription types,Game animals,Game animals,2022,27
Farm animals,No,Single treatments farm animals,Game animals,Game animals,2022,27
All animals,Yes,Oral group treatments,Breeding sows and boars,All species,2022,1
All animals,All types of active ingredients,All prescription types,Fattening calves and cattle,All species,2024,362874
Farm animals,Yes,All prescription types,Game animals,Game animals,2022,5
All animals,All types of active ingredients,All prescription types,Breeding sows and boars,All species,2022,2760
Farm animals,Yes,Single treatments farm animals,Game animals,Game animals,2022,5
Farm animals,All types of active ingredients,All prescription types,Game animals,Game animals,2022,32
All animals,All types of active ingredients,Single treatments farm animals,Breeding sows and boars,All species,2022,1507
Farm animals,All types of active ingredients,Single treatments farm animals,Game animals,Game animals,2022,32
All animals,All types of active ingredients,Single treatments farm animals,Fattening calves and cattle,All species,2024,85095
All animals,All types of active ingredients,Oral group treatments,Breeding sows and boars,All species,2022,1253
