Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Farm animals,Sheep,Yes,Sheep,"Animal husbandry, prophylaxis",2024,2
Farm animals,Sheep,All types of active ingredients,Sheep,All Organ Systems,2024,21155
Farm animals,Sheep,All types of active ingredients,Sheep,Udder,2024,2336
Farm animals,Sheep,All types of active ingredients,Sheep,Lamb diseases,2024,2666
Farm animals,Sheep,All types of active ingredients,Sheep,Parasites,2024,74
Farm animals,Sheep,All types of active ingredients,Sheep,"Metabolism, digestion",2024,1095
Farm animals,Sheep,All types of active ingredients,Sheep,"Animal husbandry, prophylaxis",2024,343
Farm animals,Pigs,No,All categories of use,All Organ Systems,2024,158664
Farm animals,Pigs,No,All categories of use,Parasites,2024,23
Farm animals,Pigs,No,All categories of use,"Symptoms, other disorders",2024,20956
Farm animals,Pigs,Yes,All categories of use,All Organ Systems,2024,23196
Farm animals,Pigs,Yes,All categories of use,"Symptoms, other disorders",2024,2496
Farm animals,Pigs,All types of active ingredients,All categories of use,All Organ Systems,2024,181860
Farm animals,Pigs,All types of active ingredients,All categories of use,Parasites,2024,23
Farm animals,Pigs,All types of active ingredients,All categories of use,"Symptoms, other disorders",2024,23452
Farm animals,Pigs,No,Young sows,All Organ Systems,2024,678
Farm animals,Pigs,No,Young sows,"Symptoms, other disorders",2024,128
Farm animals,Pigs,Yes,Young sows,All Organ Systems,2024,49
Farm animals,Pigs,Yes,Young sows,"Symptoms, other disorders",2024,1
Farm animals,Pigs,All types of active ingredients,Young sows,All Organ Systems,2024,727
Farm animals,Pigs,All types of active ingredients,Young sows,"Symptoms, other disorders",2024,129
Farm animals,Pigs,No,Fattening pigs,All Organ Systems,2024,70061
Farm animals,Pigs,No,Fattening pigs,Parasites,2024,8
Farm animals,Pigs,No,Fattening pigs,"Symptoms, other disorders",2024,12855
Farm animals,Pigs,Yes,Fattening pigs,All Organ Systems,2024,8479
Farm animals,Pigs,Yes,Fattening pigs,"Symptoms, other disorders",2024,1512
Farm animals,Pigs,All types of active ingredients,Fattening pigs,All Organ Systems,2024,78540
Farm animals,Pigs,All types of active ingredients,Fattening pigs,Parasites,2024,8
Farm animals,Pigs,All types of active ingredients,Fattening pigs,"Symptoms, other disorders",2024,14367
Farm animals,Pigs,No,Suckling and weaned piglets,All Organ Systems,2024,84184
Farm animals,Pigs,No,Suckling and weaned piglets,"Symptoms, other disorders",2024,7751
Farm animals,Pigs,Yes,Suckling and weaned piglets,All Organ Systems,2024,12409
Farm animals,Pigs,Yes,Suckling and weaned piglets,"Symptoms, other disorders",2024,925
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,All Organ Systems,2024,96593
Farm animals,Pigs,All types of active ingredients,Suckling and weaned piglets,"Symptoms, other disorders",2024,8676
Farm animals,Pigs,No,Pigs nCU,All Organ Systems,2024,42
Farm animals,Pigs,All types of active ingredients,Pigs nCU,All Organ Systems,2024,42
Farm animals,Pigs,No,Breeding sows and boars,All Organ Systems,2024,3699
Farm animals,Pigs,No,Breeding sows and boars,Parasites,2024,15
Farm animals,Pigs,No,Breeding sows and boars,"Symptoms, other disorders",2024,222
Farm animals,Pigs,Yes,Breeding sows and boars,All Organ Systems,2024,2259
Pets,Equids,No,All categories of use,All Organ Systems,2024,21734
Farm animals,Pigs,Yes,Breeding sows and boars,"Symptoms, other disorders",2024,58
Pets,Equids,No,All categories of use,Skin diseases incl. ears,2024,1811
Pets,Equids,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,1754
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,All Organ Systems,2024,5958
Pets,Equids,No,All categories of use,Specific infectious diseases,2024,1691
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,Parasites,2024,15
Farm animals,Pigs,All types of active ingredients,Breeding sows and boars,"Symptoms, other disorders",2024,280
Pets,Equids,Yes,All categories of use,All Organ Systems,2024,1101
Farm animals,Goats,No,All categories of use,All Organ Systems,2024,9725
Farm animals,Goats,No,All categories of use,Udder,2024,836
Pets,Equids,Yes,All categories of use,Skin diseases incl. ears,2024,89
Farm animals,Goats,No,All categories of use,Diseases of the goat,2024,1407
Pets,Equids,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,88
Farm animals,Goats,No,All categories of use,Parasites,2024,37
Farm animals,Goats,No,All categories of use,"Metabolism, digestion",2024,1584
Pets,Equids,Yes,All categories of use,Specific infectious diseases,2024,92
Farm animals,Goats,No,All categories of use,"Animal husbandry, prophylaxis",2024,254
Farm animals,Goats,Yes,All categories of use,All Organ Systems,2024,1312
Farm animals,Goats,Yes,All categories of use,Udder,2024,119
Pets,Equids,All types of active ingredients,All categories of use,All Organ Systems,2024,22835
Farm animals,Goats,Yes,All categories of use,Diseases of the goat,2024,231
Farm animals,Goats,Yes,All categories of use,Parasites,2024,2
Farm animals,Goats,Yes,All categories of use,"Metabolism, digestion",2024,602
Farm animals,Goats,Yes,All categories of use,"Animal husbandry, prophylaxis",2024,2
Pets,Equids,All types of active ingredients,All categories of use,Skin diseases incl. ears,2024,1900
Farm animals,Goats,All types of active ingredients,All categories of use,All Organ Systems,2024,11037
Pets,Equids,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,1842
Farm animals,Goats,All types of active ingredients,All categories of use,Udder,2024,955
Pets,Equids,All types of active ingredients,All categories of use,Specific infectious diseases,2024,1783
Farm animals,Goats,All types of active ingredients,All categories of use,Diseases of the goat,2024,1638
Farm animals,Goats,All types of active ingredients,All categories of use,Parasites,2024,39
Farm animals,Goats,All types of active ingredients,All categories of use,"Metabolism, digestion",2024,2186
Farm animals,Goats,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2024,256
Farm animals,Goats,No,Goats,All Organ Systems,2024,9725
Pets,Equids,No,Equids,All Organ Systems,2024,21734
Farm animals,Goats,No,Goats,Udder,2024,836
Pets,Equids,No,Equids,Skin diseases incl. ears,2024,1811
Farm animals,Goats,No,Goats,Diseases of the goat,2024,1407
Pets,Equids,No,Equids,Oral infections incl. teeth and gastrointestinal tract,2024,1754
Farm animals,Goats,No,Goats,Parasites,2024,37
Farm animals,Goats,No,Goats,"Metabolism, digestion",2024,1584
Pets,Equids,No,Equids,Specific infectious diseases,2024,1691
Farm animals,Goats,No,Goats,"Animal husbandry, prophylaxis",2024,254
Farm animals,Goats,Yes,Goats,All Organ Systems,2024,1312
Farm animals,Goats,Yes,Goats,Udder,2024,119
Pets,Equids,Yes,Equids,All Organ Systems,2024,1101
Farm animals,Goats,Yes,Goats,Diseases of the goat,2024,231
Farm animals,Goats,Yes,Goats,Parasites,2024,2
Farm animals,Goats,Yes,Goats,"Metabolism, digestion",2024,602
Pets,Equids,Yes,Equids,Skin diseases incl. ears,2024,89
Farm animals,Goats,Yes,Goats,"Animal husbandry, prophylaxis",2024,2
Farm animals,Goats,All types of active ingredients,Goats,All Organ Systems,2024,11037
Pets,Equids,Yes,Equids,Oral infections incl. teeth and gastrointestinal tract,2024,88
Farm animals,Goats,All types of active ingredients,Goats,Udder,2024,955
Pets,Equids,Yes,Equids,Specific infectious diseases,2024,92
Farm animals,Goats,All types of active ingredients,Goats,Diseases of the goat,2024,1638
Farm animals,Goats,All types of active ingredients,Goats,Parasites,2024,39
Farm animals,Goats,All types of active ingredients,Goats,"Metabolism, digestion",2024,2186
Farm animals,Goats,All types of active ingredients,Goats,"Animal husbandry, prophylaxis",2024,256
Pets,Equids,All types of active ingredients,Equids,All Organ Systems,2024,22835
Pets,Equids,All types of active ingredients,Equids,Skin diseases incl. ears,2024,1900
Pets,Equids,All types of active ingredients,Equids,Oral infections incl. teeth and gastrointestinal tract,2024,1842
Pets,Equids,All types of active ingredients,Equids,Specific infectious diseases,2024,1783
Pets,Dogs,No,All categories of use,All Organ Systems,2024,200531
Pets,Dogs,No,All categories of use,Skin diseases incl. ears,2024,52000
Pets,Dogs,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,45907
Pets,Dogs,No,All categories of use,Specific infectious diseases,2024,14411
Pets,Dogs,Yes,All categories of use,All Organ Systems,2024,21606
Pets,Dogs,Yes,All categories of use,Skin diseases incl. ears,2024,3748
Pets,Dogs,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,5799
Pets,Dogs,Yes,All categories of use,Specific infectious diseases,2024,2198
Pets,Dogs,All types of active ingredients,All categories of use,All Organ Systems,2024,222137
Pets,Dogs,All types of active ingredients,All categories of use,Skin diseases incl. ears,2024,55748
Pets,Dogs,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,51706
Pets,Dogs,All types of active ingredients,All categories of use,Specific infectious diseases,2024,16609
Pets,Dogs,No,Dogs,All Organ Systems,2024,200531
Pets,Dogs,No,Dogs,Skin diseases incl. ears,2024,52000
Pets,Dogs,No,Dogs,Oral infections incl. teeth and gastrointestinal tract,2024,45907
Pets,Dogs,No,Dogs,Specific infectious diseases,2024,14411
Pets,Dogs,Yes,Dogs,All Organ Systems,2024,21606
Pets,Dogs,Yes,Dogs,Skin diseases incl. ears,2024,3748
Pets,Dogs,Yes,Dogs,Oral infections incl. teeth and gastrointestinal tract,2024,5799
Pets,Dogs,Yes,Dogs,Specific infectious diseases,2024,2198
Pets,Dogs,All types of active ingredients,Dogs,All Organ Systems,2024,222137
Pets,Dogs,All types of active ingredients,Dogs,Skin diseases incl. ears,2024,55748
Pets,Dogs,All types of active ingredients,Dogs,Oral infections incl. teeth and gastrointestinal tract,2024,51706
Pets,Dogs,All types of active ingredients,Dogs,Specific infectious diseases,2024,16609
Pets,Cats,No,All categories of use,All Organ Systems,2024,223231
Pets,Cats,No,All categories of use,Skin diseases incl. ears,2024,67184
Pets,Cats,No,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,33427
Pets,Cats,No,All categories of use,Specific infectious diseases,2024,19659
Pets,Cats,Yes,All categories of use,All Organ Systems,2024,85652
Pets,Cats,Yes,All categories of use,Skin diseases incl. ears,2024,22197
Pets,Cats,Yes,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,16151
Pets,Cats,Yes,All categories of use,Specific infectious diseases,2024,9181
Pets,Cats,All types of active ingredients,All categories of use,All Organ Systems,2024,308883
Pets,Cats,All types of active ingredients,All categories of use,Skin diseases incl. ears,2024,89381
Pets,Cats,All types of active ingredients,All categories of use,Oral infections incl. teeth and gastrointestinal tract,2024,49578
Pets,Cats,All types of active ingredients,All categories of use,Specific infectious diseases,2024,28840
Pets,Cats,No,Cats,All Organ Systems,2024,223231
Pets,Cats,No,Cats,Skin diseases incl. ears,2024,67184
Pets,Cats,No,Cats,Oral infections incl. teeth and gastrointestinal tract,2024,33427
Pets,Cats,No,Cats,Specific infectious diseases,2024,19659
Pets,Cats,Yes,Cats,All Organ Systems,2024,85652
Pets,Cats,Yes,Cats,Skin diseases incl. ears,2024,22197
Pets,Cats,Yes,Cats,Oral infections incl. teeth and gastrointestinal tract,2024,16151
Pets,Cats,Yes,Cats,Specific infectious diseases,2024,9181
Pets,Cats,All types of active ingredients,Cats,All Organ Systems,2024,308883
Pets,Cats,All types of active ingredients,Cats,Skin diseases incl. ears,2024,89381
Pets,Cats,All types of active ingredients,Cats,Oral infections incl. teeth and gastrointestinal tract,2024,49578
Pets,Cats,All types of active ingredients,Cats,Specific infectious diseases,2024,28840
Farm animals,Fish,No,All categories of use,All Organ Systems,2024,5916760
Farm animals,Fish,All types of active ingredients,All categories of use,All Organ Systems,2024,5916760
Farm animals,Fish,No,Fish,All Organ Systems,2024,5916760
Farm animals,Fish,All types of active ingredients,Fish,All Organ Systems,2024,5916760
Farm animals,Poultry,No,All categories of use,All Organ Systems,2024,6475092
Farm animals,Poultry,No,All categories of use,Juvenile animal diseases,2024,5303811
Farm animals,Poultry,No,All categories of use,Parasites,2024,6000
Farm animals,Poultry,No,All categories of use,"Metabolism, digestion",2024,25398
Farm animals,Poultry,Yes,All categories of use,All Organ Systems,2024,1109721
Farm animals,Poultry,Yes,All categories of use,Juvenile animal diseases,2024,1036252
Farm animals,Poultry,Yes,All categories of use,Parasites,2024,1
Farm animals,Poultry,Yes,All categories of use,"Metabolism, digestion",2024,5
Farm animals,Poultry,All types of active ingredients,All categories of use,All Organ Systems,2024,7584813
Farm animals,Poultry,All types of active ingredients,All categories of use,Juvenile animal diseases,2024,6340063
Farm animals,Poultry,All types of active ingredients,All categories of use,Parasites,2024,6001
Farm animals,Poultry,All types of active ingredients,All categories of use,"Metabolism, digestion",2024,25403
Farm animals,Poultry,No,Rearing laying hens and parent birds,All Organ Systems,2024,84693
Farm animals,Poultry,No,Rearing laying hens and parent birds,Juvenile animal diseases,2024,15740
Farm animals,Poultry,No,Rearing laying hens and parent birds,Parasites,2024,6000
Farm animals,Poultry,No,Rearing laying hens and parent birds,"Metabolism, digestion",2024,14610
Farm animals,Poultry,Yes,Rearing laying hens and parent birds,All Organ Systems,2024,176433
Farm animals,Poultry,Yes,Rearing laying hens and parent birds,Juvenile animal diseases,2024,176429
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,All Organ Systems,2024,261126
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,Juvenile animal diseases,2024,192169
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,Parasites,2024,6000
Farm animals,Poultry,All types of active ingredients,Rearing laying hens and parent birds,"Metabolism, digestion",2024,14610
Farm animals,Poultry,No,Poultry nCU,All Organ Systems,2024,2011
Farm animals,Poultry,No,Poultry nCU,"Metabolism, digestion",2024,2003
Farm animals,Poultry,Yes,Poultry nCU,All Organ Systems,2024,29
Farm animals,Poultry,Yes,Poultry nCU,Juvenile animal diseases,2024,1
Farm animals,Poultry,Yes,Poultry nCU,Parasites,2024,1
Farm animals,Poultry,All types of active ingredients,Poultry nCU,All Organ Systems,2024,2040
Farm animals,Poultry,All types of active ingredients,Poultry nCU,Juvenile animal diseases,2024,1
Farm animals,Poultry,All types of active ingredients,Poultry nCU,Parasites,2024,1
Farm animals,Poultry,All types of active ingredients,Poultry nCU,"Metabolism, digestion",2024,2003
Farm animals,Poultry,No,Laying and parent birds,All Organ Systems,2024,83734
Farm animals,Poultry,Yes,Laying and parent birds,All Organ Systems,2024,2256
Farm animals,Poultry,Yes,Laying and parent birds,"Metabolism, digestion",2024,1
Farm animals,Poultry,All types of active ingredients,Laying and parent birds,All Organ Systems,2024,85990
Farm animals,Poultry,All types of active ingredients,Laying and parent birds,"Metabolism, digestion",2024,1
Farm animals,Poultry,No,Laying hens,All Organ Systems,2024,120612
Farm animals,Poultry,No,Laying hens,"Metabolism, digestion",2024,4184
Farm animals,Poultry,Yes,Laying hens,All Organ Systems,2024,19158
Farm animals,Poultry,Yes,Laying hens,"Metabolism, digestion",2024,3
Farm animals,Poultry,All types of active ingredients,Laying hens,All Organ Systems,2024,139770
Farm animals,Poultry,All types of active ingredients,Laying hens,"Metabolism, digestion",2024,4187
Farm animals,Poultry,No,Fattening broilers,All Organ Systems,2024,6163470
Farm animals,Poultry,No,Fattening broilers,Juvenile animal diseases,2024,5288071
Farm animals,Poultry,Yes,Fattening broilers,All Organ Systems,2024,911803
Farm animals,Poultry,Yes,Fattening broilers,Juvenile animal diseases,2024,859822
Farm animals,Poultry,All types of active ingredients,Fattening broilers,All Organ Systems,2024,7075273
Farm animals,Poultry,All types of active ingredients,Fattening broilers,Juvenile animal diseases,2024,6147893
